"ESTU_TIPODOCUMENTO","ESTU_NACIONALIDAD","ESTU_GENERO","ESTU_MCPIO_RESIDE","COLE_AREA_UBICACION","COLE_NOMBRE_SEDE","DESEMP_LECTURA_CRITICA","DESEMP_MATEMATICAS","DESEMP_C_NATURALES","DESEMP_SOCIALES_CIUDADANAS","DESEMP_INGLES","PUNT_LECTURA_CRITICA","PUNT_MATEMATICAS","PUNT_C_NATURALES","PUNT_SOCIALES_CIUDADANAS","PUNT_INGLES","PUNT_GLOBAL","PERCENTIL_LECTURA_CRITICA","PERCENTIL_MATEMATICAS","PERCENTIL_C_NATURALES","PERCENTIL_SOCIALES_CIUDADANAS","PERCENTIL_INGLES","PERCENTIL_GLOBAL"
"TI","COLOMBIA","M","CALI","URBANO","INST SER INTERNACIONAL, COMUNA 17",2,3,1,2,"A-",47,51,39,49,40,230,21,36,17,39,17,27
"TI","COLOMBIA","F","CALI","URBANO","INST SER INTERNACIONAL, COMUNA 17",3,2,2,2,"A2",53,43,44,51,63,245,36,20,26,43,55,33
"TI","COLOMBIA","M","CALI","URBANO","INST SER INTERNACIONAL, COMUNA 17",3,2,3,3,"A2",59,41,61,57,67,277,50,17,62,54,59,47
"TI","COLOMBIA","M","CALI","URBANO","INST SER INTERNACIONAL, COMUNA 17",3,2,1,1,"A-",57,49,38,28,45,216,45,31,13,3,25,21
"CR","COLOMBIA","M","CALI","URBANO","INST SER INTERNACIONAL, COMUNA 17",3,2,2,2,"A1",53,41,47,52,54,243,34,18,33,45,40,33
"CC","COLOMBIA","M","CALI","URBANO","INST SER INTERNACIONAL, COMUNA 17",2,3,1,2,"A-",40,51,40,46,46,222,9,37,19,33,27,24
"TI","COLOMBIA","F","CALI","URBANO","INST SER INTERNACIONAL, COMUNA 17",3,3,2,2,"A-",55,53,41,50,44,247,40,40,21,41,24,34
"TI","COLOMBIA","M","CALI","URBANO","INST SER INTERNACIONAL, COMUNA 17",4,3,4,4,"A1",67,64,71,71,50,334,76,64,89,87,35,74
"CC","COLOMBIA","F","CALI","URBANO","INST SER INTERNACIONAL, COMUNA 17",2,2,1,1,"A-",42,46,27,37,46,193,12,26,1,16,27,12
"CC","COLOMBIA","M","CALI","URBANO","INST SER INTERNACIONAL, COMUNA 17",3,3,1,2,"A-",52,51,40,51,42,240,33,35,19,43,19,31
"CC","COLOMBIA","F","CALI","URBANO","INST SER INTERNACIONAL, COMUNA 17",2,2,1,2,"A-",37,38,37,42,30,189,5,13,13,25,5,10
"CC","COLOMBIA","F","CALI","URBANO","INST SER INTERNACIONAL, COMUNA 17",3,3,2,2,"A1",62,64,54,54,52,290,60,64,46,49,38,53
"CC","COLOMBIA","M","CALI","URBANO","INST SER INTERNACIONAL, COMUNA 17",3,3,3,3,"A1",57,58,58,58,55,288,45,52,56,56,41,51
"CC","COLOMBIA","F","CALI","URBANO","INST SER INTERNACIONAL, COMUNA 17",2,2,1,1,"A-",39,45,32,25,45,180,8,24,4,1,26,7
"TI","COLOMBIA","F","CALI","URBANO","INST SER INTERNACIONAL, COMUNA 17",2,3,2,2,"A1",48,52,44,44,56,238,24,39,26,29,43,31
"CC","COLOMBIA","M","CALI","URBANO","INST SER INTERNACIONAL, COMUNA 17",3,3,2,2,"A-",60,53,54,49,41,265,55,41,46,40,18,42
"CC","COLOMBIA","F","CALI","URBANO","INST SER INTERNACIONAL, COMUNA 17",2,1,2,1,"A-",36,30,42,40,34,184,5,4,23,21,8,8
"TI","COLOMBIA","M","CALI","URBANO","INST SER INTERNACIONAL, COMUNA 17",2,2,2,2,"A1",48,45,51,49,56,244,24,24,40,39,43,33
"TI","COLOMBIA","M","CALI","URBANO","INST SER INTERNACIONAL, COMUNA 17",3,3,2,2,"A-",53,53,51,49,45,255,35,41,40,40,26,38
"CC","COLOMBIA","F","CALI","URBANO","INST SER INTERNACIONAL, COMUNA 17",2,2,2,1,"A-",39,45,49,29,33,200,8,24,36,4,8,14
"TI","COLOMBIA","F","CALI","URBANO","INST SER INTERNACIONAL, COMUNA 17",3,2,2,2,"A1",60,39,52,46,51,247,54,15,43,32,35,34
"CC","COLOMBIA","M","CALI","URBANO","INST SER INTERNACIONAL, COMUNA 17",2,3,2,2,"A1",50,56,49,41,50,245,28,45,37,24,34,34
"TI","COLOMBIA","M","CALI","URBANO","INST SER INTERNACIONAL, COMUNA 17",3,2,2,3,"A1",57,46,54,58,52,268,47,26,46,58,38,43
"TI","COLOMBIA","F","CALI","URBANO","INST SER INTERNACIONAL, COMUNA 17",2,2,2,1,"A1",47,39,41,39,48,210,22,14,20,20,31,19
"CC","COLOMBIA","M","CALI","URBANO","INST SER INTERNACIONAL, COMUNA 17",3,3,2,2,"A2",57,66,50,47,63,278,46,69,39,36,53,47
"CC","COLOMBIA","M","CALI","URBANO","INST SER INTERNACIONAL, COMUNA 17",2,3,2,2,"A-",43,57,42,43,39,228,14,49,22,27,14,26
"TI","COLOMBIA","M","CALI","URBANO","INST SER INTERNACIONAL, COMUNA 17",2,3,2,2,"A-",50,54,51,46,44,249,27,42,41,32,24,35
"TI","COLOMBIA","M","CALI","URBANO","INST SER INTERNACIONAL, COMUNA 17",3,3,1,2,"A-",62,61,39,54,47,267,59,57,16,48,29,43
"TI","COLOMBIA","M","CALI","URBANO","INST SER INTERNACIONAL, COMUNA 17",3,3,2,1,"A1",59,53,47,31,49,238,52,40,33,5,33,31
"CC","COLOMBIA","M","CALI","URBANO","INST SER INTERNACIONAL, COMUNA 17",1,2,1,1,"A-",35,46,35,34,45,190,4,25,8,10,26,11
"TI","COLOMBIA","M","CALI","URBANO","INST SER INTERNACIONAL, COMUNA 17",2,2,1,2,"A1",47,49,38,41,52,222,22,31,15,24,37,24
"TI","COLOMBIA","M","CALI","URBANO","INST SER INTERNACIONAL, COMUNA 17",2,2,1,1,"A-",46,49,37,35,47,211,19,31,12,11,28,19
"CC","COLOMBIA","F","CALI","URBANO","INST SER INTERNACIONAL, COMUNA 17",2,1,1,1,"A-",39,30,40,33,33,177,8,4,18,8,7,6
"CC","COLOMBIA","F","CALI","URBANO","INST SER INTERNACIONAL, COMUNA 17",1,1,1,1,"A-",31,28,36,29,30,155,2,3,9,3,5,2
"CC","COLOMBIA","M","CALI","URBANO","INST SER INTERNACIONAL, COMUNA 17",2,2,2,2,"A-",50,41,47,50,46,235,27,17,33,41,27,29
"CC","COLOMBIA","M","CALI","URBANO","INST SER INTERNACIONAL, COMUNA 17",3,3,2,2,"A1",58,54,47,53,48,263,48,43,33,47,30,41
"TI","COLOMBIA","M","CALI","URBANO","INST SER INTERNACIONAL, COMUNA 17",2,3,2,2,"A1",49,56,54,47,56,259,26,45,47,35,43,39
"CC","COLOMBIA","F","CALI","URBANO","INST SER INTERNACIONAL, COMUNA 17",2,2,1,1,"A-",42,37,34,38,28,185,12,11,8,18,4,9
"TI","COLOMBIA","F","CALI","URBANO","INST SER INTERNACIONAL, COMUNA 17",2,2,2,2,"A-",44,49,46,41,43,224,16,32,31,24,21,25
"TI","COLOMBIA","F","CALI","URBANO","INST SER INTERNACIONAL, COMUNA 17",3,1,2,2,"A2",60,31,45,47,65,236,53,4,28,35,56,30
"CC","COLOMBIA","F","CALI","URBANO","INST SER INTERNACIONAL, COMUNA 17",1,1,1,1,"A-",32,28,29,29,23,145,2,3,2,4,1,1
"TI","COLOMBIA","F","CALI","URBANO","INST SER INTERNACIONAL, COMUNA 17",2,2,1,2,"A1",45,47,39,45,50,222,17,28,15,30,35,24
"TI","COLOMBIA","M","CALI","URBANO","INST SER INTERNACIONAL, COMUNA 17",2,2,2,2,"A-",48,45,46,46,44,230,24,23,31,34,24,27
"TI","COLOMBIA","F","CALI","URBANO","INST SER INTERNACIONAL, COMUNA 17",3,2,2,2,"A-",59,45,50,51,32,249,51,23,38,42,7,35
"TI","COLOMBIA","F","CALI","URBANO","INST SER INTERNACIONAL, COMUNA 17",2,2,1,1,"A-",44,38,40,34,38,195,16,13,18,10,14,12
"TI","COLOMBIA","F","CALI","URBANO","INST SER INTERNACIONAL, COMUNA 17",3,3,2,1,"A1",53,53,53,40,56,251,34,40,44,22,44,36
"TI","COLOMBIA","M","CALI","URBANO","INST SER INTERNACIONAL, COMUNA 17",3,3,3,3,"A1",56,56,62,58,48,286,43,47,65,56,30,51
"TI","COLOMBIA","F","CALI","URBANO","INST SER INTERNACIONAL, COMUNA 17",4,3,2,3,"A1",66,55,47,59,55,283,72,44,32,59,41,49
"TI","COLOMBIA","F","CALI","URBANO","INST SER INTERNACIONAL, COMUNA 17",2,3,2,2,"A1",46,52,54,49,52,252,20,38,47,38,37,36
"TI","COLOMBIA","M","CALI","URBANO","INST SER INTERNACIONAL, COMUNA 17",3,3,3,2,"A1",63,57,56,54,55,287,61,48,51,48,43,51
"TI","COLOMBIA","F","CALI","URBANO","INST SER INTERNACIONAL, COMUNA 17",3,2,2,2,"A2",59,45,47,54,58,259,50,24,33,48,46,39
"TI","COLOMBIA","F","CALI","URBANO","INST SER INTERNACIONAL, COMUNA 17",2,1,1,1,"A-",46,33,32,35,43,185,19,7,4,12,22,9
"TI","COLOMBIA","F","CALI","URBANO","INST SER INTERNACIONAL, COMUNA 17",3,3,2,2,"A1",52,51,48,45,50,245,32,36,34,32,33,34
"TI","COLOMBIA","F","CALI","URBANO","INST SER INTERNACIONAL, COMUNA 17",2,2,1,1,"A-",48,41,40,39,36,208,24,17,18,18,11,18
"CC","COLOMBIA","M","CALI","URBANO","INST SER INTERNACIONAL, COMUNA 17",1,1,1,1,"A-",33,34,33,35,29,167,3,8,5,12,4,3
"TI","COLOMBIA","M","CALI","URBANO","INST SER INTERNACIONAL, COMUNA 17",2,2,2,1,"A-",37,41,48,26,40,191,6,17,35,2,17,11
"TI","COLOMBIA","M","CALI","URBANO","INST SER INTERNACIONAL, COMUNA 17",2,2,2,2,"A2",47,42,43,49,66,234,20,19,24,38,58,29
"TI","COLOMBIA","M","CALI","URBANO","INST SER INTERNACIONAL, COMUNA 17",3,3,3,2,"B1",59,65,60,54,76,304,50,67,60,48,74,59
"CC","COLOMBIA","M","CALI","URBANO","INST SER INTERNACIONAL, COMUNA 17",2,2,2,2,"A1",49,46,43,46,56,234,25,26,24,34,44,29
"TI","COLOMBIA","F","CALI","URBANO","INST SER INTERNACIONAL, COMUNA 17",2,2,1,1,"A-",46,36,34,36,36,189,19,10,6,12,11,10
"CC","COLOMBIA","F","CALI","URBANO","INST SER INTERNACIONAL, COMUNA 17",3,2,2,2,"A2",62,40,52,54,61,263,59,15,43,49,51,41
"CC","COLOMBIA","F","CALI","URBANO","INST SER INTERNACIONAL, COMUNA 17",2,1,1,2,"A-",50,34,40,42,40,207,28,7,18,26,17,17
"CC","COLOMBIA","M","CALI","URBANO","INST SER INTERNACIONAL, COMUNA 17",2,2,2,1,"A-",40,42,50,35,43,209,10,19,39,11,23,18
"TI","COLOMBIA","F","CALI","URBANO","INST SER INTERNACIONAL, COMUNA 17",3,3,2,2,"A-",56,56,48,49,42,257,43,46,35,39,20,39
"TI","COLOMBIA","M","CALI","URBANO","COLEGIO HISPANOAMERICANO",3,3,4,3,"B1",57,68,72,65,72,330,46,75,91,73,66,72
"TI","COLOMBIA","F","CALI","URBANO","COLEGIO HISPANOAMERICANO",4,3,3,3,"B1",71,64,70,69,74,345,86,65,87,82,69,80
"TI","COLOMBIA","M","CALI","URBANO","COLEGIO HISPANOAMERICANO",4,4,4,4,"B+",67,100,78,77,84,404,75,100,99,97,92,99
"TI","COLOMBIA","F","CALI","URBANO","COLEGIO HISPANOAMERICANO",4,4,3,3,"B1",70,74,66,62,71,341,84,88,77,66,65,78
"TI","COLOMBIA","F","CALI","URBANO","COLEGIO HISPANOAMERICANO",3,3,3,3,"B1",58,68,68,61,69,321,48,74,82,64,61,67
"TI","COLOMBIA","F","CALI","URBANO","COLEGIO HISPANOAMERICANO",3,4,4,3,"B1",60,73,77,60,73,340,54,87,98,62,68,77
"TI","COLOMBIA","F","CALI","URBANO","COLEGIO HISPANOAMERICANO",3,3,3,3,"B1",63,66,69,61,68,325,64,70,83,64,61,69
"TI","COLOMBIA","M","CALI","URBANO","COLEGIO HISPANOAMERICANO",4,4,3,3,"B1",75,75,68,68,76,359,93,90,83,80,73,88
"TI","COLOMBIA","M","CALI","URBANO","COLEGIO HISPANOAMERICANO",4,4,4,4,"B1",73,79,79,71,75,377,89,96,99,88,70,95
"TI","COLOMBIA","F","CALI","URBANO","COLEGIO HISPANOAMERICANO",4,4,4,4,"B1",73,75,76,72,73,370,91,90,97,90,68,92
"TI","COLOMBIA","M","CALI","URBANO","COLEGIO HISPANOAMERICANO",4,4,4,4,"B+",70,72,72,84,84,376,83,85,91,100,92,94
"TI","COLOMBIA","F","CALI","URBANO","COLEGIO HISPANOAMERICANO",4,4,3,3,"B1",70,72,63,59,76,334,84,84,69,59,73,74
"TI","COLOMBIA","M","CALI","URBANO","COLEGIO HISPANOAMERICANO",4,4,4,4,"B1",78,75,72,76,75,376,98,90,90,95,71,94
"TI","COLOMBIA","F","CALI","URBANO","COLEGIO HISPANOAMERICANO",4,4,3,4,"B+",75,76,70,71,80,368,94,91,87,86,82,91
"TI","COLOMBIA","M","CALI","URBANO","COLEGIO HISPANOAMERICANO",4,4,4,4,"B+",71,82,82,79,85,395,85,98,100,98,94,99
"TI","COLOMBIA","M","CALI","URBANO","COLEGIO HISPANOAMERICANO",4,4,4,3,"B+",83,100,76,70,80,410,100,100,97,84,82,100
"TI","COLOMBIA","M","CALI","URBANO","COLEGIO HISPANOAMERICANO",3,3,4,3,"B+",63,70,76,65,79,347,61,80,97,73,81,81
"TI","COLOMBIA","F","CALI","URBANO","COLEGIO HISPANOAMERICANO",4,4,4,3,"B1",67,76,78,65,78,360,74,93,99,72,77,88
"TI","COLOMBIA","M","CALI","URBANO","COLEGIO HISPANOAMERICANO",4,4,3,3,"B1",67,71,69,66,72,343,76,83,85,75,66,78
"TI","COLOMBIA","M","CALI","URBANO","COLEGIO HISPANOAMERICANO",3,3,3,4,"A2",63,66,66,71,64,332,63,68,76,88,55,72
"TI","COLOMBIA","F","CALI","URBANO","COLEGIO HISPANOAMERICANO",3,3,4,3,"B1",63,65,72,66,71,334,61,67,90,76,65,74
"TI","COLOMBIA","M","CALI","URBANO","COLEGIO HISPANOAMERICANO",4,4,4,3,"B1",68,80,74,61,72,354,78,97,94,63,66,85
"TI","COLOMBIA","M","CALI","URBANO","COLEGIO HISPANOAMERICANO",2,3,4,3,"A2",43,70,71,59,64,305,14,79,88,59,55,59
"CC","COLOMBIA","M","CALI","URBANO","COLEGIO HISPANOAMERICANO",3,3,3,3,"A2",58,63,68,60,66,313,49,61,82,61,58,63
"TI","COLOMBIA","M","CALI","URBANO","COLEGIO HISPANOAMERICANO",4,4,4,3,"B1",75,81,80,70,76,382,93,98,100,85,74,96
"TI","COLOMBIA","M","CALI","URBANO","COLEGIO HISPANOAMERICANO",4,4,4,3,"B1",74,72,74,67,76,360,92,85,95,79,72,88
"TI","COLOMBIA","M","CALI","URBANO","COLEGIO HISPANOAMERICANO",4,3,3,3,"B1",67,66,70,61,72,332,74,69,87,64,65,73
"TI","COLOMBIA","F","CALI","URBANO","COLEGIO HISPANOAMERICANO",4,4,4,4,"B+",78,80,75,80,84,393,98,97,96,99,92,98
"TI","COLOMBIA","M","CALI","URBANO","COLEGIO HISPANOAMERICANO",4,4,3,3,"B+",73,84,70,70,82,374,90,99,87,86,88,94
"TI","COLOMBIA","F","CALI","URBANO","COLEGIO HISPANOAMERICANO",3,3,4,4,"A2",65,67,78,74,65,353,69,72,98,93,56,84
"TI","COLOMBIA","M","CALI","URBANO","COLEGIO HISPANOAMERICANO",3,4,3,3,"A2",64,72,70,59,64,330,65,84,87,59,55,72
"TI","COLOMBIA","F","CALI","URBANO","COLEGIO HISPANOAMERICANO",4,4,4,4,"B+",76,77,72,72,83,375,95,94,91,90,91,94
"TI","COLOMBIA","F","CALI","URBANO","COLEGIO HISPANOAMERICANO",4,3,4,3,"B+",66,70,73,66,84,350,70,78,92,77,92,82
"TI","COLOMBIA","F","CALI","URBANO","COLEGIO HISPANOAMERICANO",4,4,4,4,"B+",72,75,74,72,79,368,88,90,95,89,80,92
"TI","COLOMBIA","M","CALI","URBANO","COLEGIO HISPANOAMERICANO",4,4,4,4,"B1",81,76,77,78,72,388,100,93,98,98,66,98
"TI","COLOMBIA","F","CALI","URBANO","COLEGIO HISPANOAMERICANO",3,4,3,3,"B1",64,78,67,64,76,344,66,96,79,71,72,79
"TI","COLOMBIA","M","CALI","URBANO","COLEGIO HISPANOAMERICANO",3,3,3,3,"B1",62,67,68,66,71,331,60,73,82,74,65,72
"TI","COLOMBIA","M","CALI","URBANO","COLEGIO HISPANOAMERICANO",4,4,4,4,"B1",76,83,77,79,78,393,95,99,98,98,77,98
"TI","COLOMBIA","M","CALI","URBANO","COLEGIO HISPANOAMERICANO",4,4,4,3,"B1",68,74,75,70,74,360,77,89,96,85,69,88
"TI","COLOMBIA","F","CALI","URBANO","COLEGIO HISPANOAMERICANO",4,4,4,3,"B1",72,72,72,70,77,360,87,84,91,84,76,88
"TI","COLOMBIA","F","CALI","URBANO","COLEGIO HISPANOAMERICANO",4,3,3,3,"B+",72,67,63,65,81,339,87,72,68,74,85,77
"TI","COLOMBIA","F","CALI","URBANO","COLEGIO HISPANOAMERICANO",4,4,4,4,"B+",72,100,82,79,86,417,89,100,100,98,95,100
"TI","COLOMBIA","M","CALI","URBANO","COLEGIO HISPANOAMERICANO",4,3,4,4,"B1",70,70,73,75,68,358,83,79,92,95,61,87
"CC","COLOMBIA","F","CALI","URBANO","COLEGIO HISPANOAMERICANO",4,3,3,3,"A2",68,62,65,70,67,332,78,60,73,84,60,72
"CE","COLOMBIA","M","CALI","URBANO","COLEGIO HISPANOAMERICANO",4,4,4,3,"B+",76,83,100,70,81,411,96,99,100,86,86,100
"TI","COLOMBIA","F","CALI","URBANO","COLEGIO HISPANOAMERICANO",3,4,3,3,"B1",60,72,65,60,78,327,55,85,72,60,78,70
"TI","COLOMBIA","F","CALI","URBANO","COLEGIO HISPANOAMERICANO",4,4,4,4,"B1",82,71,71,75,78,375,100,82,88,94,78,94
"TI","COLOMBIA","M","CALI","URBANO","COLEGIO HISPANOAMERICANO",4,4,2,3,"B1",76,82,49,57,75,333,96,98,37,54,70,73
"TI","COLOMBIA","M","CALI","URBANO","COLEGIO HISPANOAMERICANO",3,3,3,3,"A2",62,64,68,59,62,316,59,63,80,59,53,64
"TI","COLOMBIA","F","CALI","URBANO","COLEGIO HISPANOAMERICANO",4,4,4,3,"B+",70,78,75,69,86,370,83,95,96,83,95,92
"TI","COLOMBIA","F","CALI","URBANO","COLEGIO HISPANOAMERICANO",4,4,4,4,"A2",74,73,71,79,67,368,92,87,88,99,60,92
"TI","COLOMBIA","F","CALI","URBANO","COLEGIO HISPANOAMERICANO",4,4,4,4,"B+",80,82,76,78,100,403,99,98,97,98,100,99
"TI","COLOMBIA","F","CALI","URBANO","COLEGIO HISPANOAMERICANO",4,4,3,3,"B+",69,75,67,69,83,355,81,91,78,82,89,85
"TI","COLOMBIA","F","CALI","URBANO","COLEGIO HISPANOAMERICANO",4,3,3,3,"B+",69,68,70,69,88,352,80,74,86,83,98,84
"TI","COLOMBIA","F","CALI","URBANO","COLEGIO HISPANOAMERICANO",4,4,4,4,"B+",75,79,72,71,82,374,94,96,91,87,87,94
"TI","COLOMBIA","F","CALI","URBANO","COLEGIO HISPANOAMERICANO",4,4,4,3,"B1",70,74,80,63,71,358,84,89,100,67,64,87
"TI","COLOMBIA","F","CALI","URBANO","COLEGIO HISPANOAMERICANO",3,3,3,3,"A2",60,67,58,66,63,314,54,72,56,75,53,63
"TI","COLOMBIA","M","CALI","URBANO","COLEGIO HISPANOAMERICANO",3,4,3,4,"A2",65,71,70,74,63,347,68,81,87,93,53,81
"TI","COLOMBIA","M","CALI","URBANO","COLEGIO HISPANOAMERICANO",3,4,3,3,"A2",58,72,69,67,67,333,48,86,83,79,60,73
"TI","COLOMBIA","M","CALI","URBANO","COLEGIO HISPANOAMERICANO",4,4,4,4,"B+",76,81,100,81,89,424,95,98,100,100,98,100
"TI","COLOMBIA","F","CALI","URBANO","COLEGIO HISPANOAMERICANO",4,4,4,4,"B1",80,84,77,76,76,395,99,99,98,96,73,99
"TI","COLOMBIA","M","CALI","URBANO","COLEGIO HISPANOAMERICANO",4,4,4,4,"B1",69,100,77,81,78,407,81,100,98,99,78,99
"TI","COLOMBIA","F","CALI","URBANO","COLEGIO HISPANOAMERICANO",4,4,3,3,"B1",72,71,68,69,72,351,87,83,82,84,65,83
"TI","COLOMBIA","M","CALI","URBANO","COLEGIO HISPANOAMERICANO",3,4,3,3,"B1",62,75,68,63,75,338,59,90,81,68,72,76
"TI","COLOMBIA","M","CALI","URBANO","COLEGIO HISPANOAMERICANO",4,4,3,4,"B1",72,77,64,76,68,360,88,93,70,95,60,88
"TI","COLOMBIA","M","CALI","URBANO","COLEGIO HISPANOAMERICANO",4,4,4,4,"B+",71,76,78,73,84,376,86,92,98,91,92,94
"TI","COLOMBIA","F","CALI","URBANO","COLEGIO HISPANOAMERICANO",4,4,4,4,"B+",78,77,75,75,82,383,98,94,96,95,87,97
"TI","COLOMBIA","F","CALI","URBANO","COLEGIO HISPANOAMERICANO",3,3,3,2,"A2",65,66,66,54,65,315,69,69,77,49,56,64
"TI","COLOMBIA","F","CALI","URBANO","COLEGIO HISPANOAMERICANO",4,3,4,3,"B1",77,63,75,69,69,354,96,63,96,83,62,85
"TI","COLOMBIA","F","CALI","URBANO","COLEGIO HISPANOAMERICANO",4,3,3,3,"B+",72,66,63,65,82,338,87,70,69,72,88,76
"TI","COLOMBIA","M","CALI","URBANO","COLEGIO HISPANOAMERICANO",4,4,3,3,"B+",73,78,70,69,79,365,90,95,86,84,80,90
"TI","COLOMBIA","F","CALI","URBANO","COLEGIO HISPANOAMERICANO",4,4,4,4,"B+",78,100,79,74,87,415,97,100,99,92,97,100
"TI","COLOMBIA","F","CALI","URBANO","COLEGIO HISPANOAMERICANO",4,3,3,3,"B1",76,69,69,68,70,352,96,77,83,81,63,84
"TI","COLOMBIA","M","CALI","URBANO","COLEGIO HISPANOAMERICANO",4,4,4,4,"B+",75,100,77,77,86,413,94,100,98,97,95,100
"TI","COLOMBIA","F","CALI","URBANO","COLEGIO HISPANOAMERICANO",4,3,4,3,"B1",74,70,72,69,73,357,92,79,91,82,68,86
"TI","COLOMBIA","M","CALI","URBANO","COLEGIO HISPANOAMERICANO",4,4,4,4,"B+",72,79,79,75,81,383,88,97,99,94,84,96
"TI","COLOMBIA","F","CALI","URBANO","COLEGIO HISPANOAMERICANO",4,3,4,3,"B1",69,64,71,65,75,339,80,64,90,74,71,77
"TI","COLOMBIA","F","CALI","URBANO","COLEGIO HISPANOAMERICANO",3,3,4,3,"B1",64,67,75,70,71,346,67,72,96,84,64,80
"TI","COLOMBIA","F","CALI","URBANO","COLEGIO HISPANOAMERICANO",4,3,4,4,"B1",66,63,73,74,71,346,72,62,92,93,64,80
"TI","COLOMBIA","F","CALI","URBANO","COLEGIO HISPANOAMERICANO",4,3,4,4,"B+",75,70,78,75,83,376,94,81,99,94,89,94
"TI","COLOMBIA","M","CALI","URBANO","COLEGIO HISPANOAMERICANO",3,4,4,3,"B1",65,75,73,61,71,343,68,91,92,63,64,79
"TI","COLOMBIA","F","CALI","URBANO","COLEGIO HISPANOAMERICANO",4,4,4,3,"B1",68,76,76,68,72,360,76,92,98,80,66,88
"TI","COLOMBIA","M","CALI","RURAL","COLEGIO FRANCISCANO DE FRAY DAMIAN GONZALEZ",3,3,3,3,"A1",59,63,61,62,55,304,50,63,62,65,41,59
"TI","COLOMBIA","M","CALI","RURAL","COLEGIO FRANCISCANO DE FRAY DAMIAN GONZALEZ",4,4,4,3,"B+",76,71,77,69,89,372,96,82,98,82,98,93
"TI","COLOMBIA","M","CALI","RURAL","COLEGIO FRANCISCANO DE FRAY DAMIAN GONZALEZ",2,1,1,1,"A1",41,25,34,33,55,175,10,1,7,8,41,5
"TI","COLOMBIA","M","CALI","RURAL","COLEGIO FRANCISCANO DE FRAY DAMIAN GONZALEZ",3,3,2,2,"A2",61,58,54,52,59,282,58,50,47,45,48,49
"TI","COLOMBIA","F","CALI","RURAL","COLEGIO FRANCISCANO DE FRAY DAMIAN GONZALEZ",3,2,1,2,"A1",63,50,40,47,54,252,63,34,18,34,40,36
"TI","COLOMBIA","F","CALI","RURAL","COLEGIO FRANCISCANO DE FRAY DAMIAN GONZALEZ",3,2,2,3,"A2",56,47,54,56,58,268,44,28,47,53,47,43
"CC","COLOMBIA","M","CALI","RURAL","COLEGIO FRANCISCANO DE FRAY DAMIAN GONZALEZ",4,3,4,4,"B1",67,70,72,76,76,358,75,80,90,95,72,87
"TI","COLOMBIA","F","CALI","RURAL","COLEGIO FRANCISCANO DE FRAY DAMIAN GONZALEZ",4,3,3,3,"A2",68,66,67,57,63,322,78,68,77,54,53,68
"TI","COLOMBIA","F","CALI","RURAL","COLEGIO FRANCISCANO DE FRAY DAMIAN GONZALEZ",4,3,3,3,"A1",67,68,59,60,56,315,73,76,59,62,44,64
"TI","COLOMBIA","F","CALI","RURAL","COLEGIO FRANCISCANO DE FRAY DAMIAN GONZALEZ",3,3,2,2,"A2",53,64,55,50,61,280,36,65,49,41,51,48
"TI","COLOMBIA","M","CALI","RURAL","COLEGIO FRANCISCANO DE FRAY DAMIAN GONZALEZ",2,3,2,3,"B1",48,66,50,62,71,288,24,71,39,65,65,52
"TI","COLOMBIA","M","CALI","RURAL","COLEGIO FRANCISCANO DE FRAY DAMIAN GONZALEZ",3,3,3,2,"A1",61,62,57,55,49,290,57,61,54,49,32,53
"TI","COLOMBIA","M","CALI","RURAL","COLEGIO FRANCISCANO DE FRAY DAMIAN GONZALEZ",3,3,2,2,"A1",58,60,46,50,51,267,47,54,31,42,35,43
"TI","COLOMBIA","M","CALI","RURAL","COLEGIO FRANCISCANO DE FRAY DAMIAN GONZALEZ",3,3,2,2,"A2",52,60,52,45,64,266,33,54,42,32,56,42
"TI","COLOMBIA","M","CALI","RURAL","COLEGIO FRANCISCANO DE FRAY DAMIAN GONZALEZ",4,3,3,3,"B1",73,69,67,64,70,342,90,76,78,71,64,78
"TI","COLOMBIA","F","CALI","RURAL","COLEGIO FRANCISCANO DE FRAY DAMIAN GONZALEZ",3,3,3,3,"A2",58,67,57,59,61,302,47,72,53,60,51,58
"TI","COLOMBIA","F","CALI","RURAL","COLEGIO FRANCISCANO DE FRAY DAMIAN GONZALEZ",3,3,2,1,"A2",52,59,53,30,63,248,32,52,44,5,54,35
"TI","COLOMBIA","F","CALI","RURAL","COLEGIO FRANCISCANO DE FRAY DAMIAN GONZALEZ",4,3,3,3,"B1",71,69,68,68,74,347,86,77,81,81,69,81
"TI","COLOMBIA","F","CALI","RURAL","COLEGIO FRANCISCANO DE FRAY DAMIAN GONZALEZ",3,3,3,2,"A2",62,61,60,51,66,295,60,57,60,43,57,55
"TI","COLOMBIA","F","CALI","RURAL","COLEGIO FRANCISCANO DE FRAY DAMIAN GONZALEZ",3,3,3,3,"A1",62,55,61,61,55,297,59,44,62,64,42,55
"TI","COLOMBIA","M","CALI","RURAL","COLEGIO FRANCISCANO DE FRAY DAMIAN GONZALEZ",3,3,2,3,"A2",56,63,51,57,60,285,42,62,40,55,50,50
"TI","COLOMBIA","M","CALI","RURAL","COLEGIO FRANCISCANO DE FRAY DAMIAN GONZALEZ",3,3,3,3,"B1",62,67,62,60,78,320,60,73,65,60,78,66
"TI","COLOMBIA","F","CALI","RURAL","COLEGIO FRANCISCANO DE FRAY DAMIAN GONZALEZ",4,3,3,4,"B1",67,67,70,73,68,346,74,72,85,90,61,80
